Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Progressivos_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
19,M. Marić,Lokomotiva Zagreb,Lokomotiva Zagreb,"LDMF, LCMF",LDMF,7,26,0,2025-06-15,35,3356,Bosnia and Herzegovina,"Bosnia and Herzegovina, Croatia",right,180,70,no,8.82,3.4875,2.065591,5.093064,CRO,Testing,2024,0.6332391480164407,0.5775926336610784,0.6054158908387595
0,J. Hora,Dukla Praha,Dukla Praha,"DMF, LDMF, LCMF",DMF,7,33,0,2024-06-30,11,939,Czech Republic,Czech Republic,right,176,65,no,8.53,3.355,1.053598,8.341776,CZH,Testing,2024,0.5706643715134179,0.6158825085195087,0.592555440994604
1,V. Kubista,Mladá Boleslav,Mladá Boleslav,"LDMF, RDMF, LCMF",LDMF,7,31,0,2024-06-30,21,972,Czech Republic,Czech Republic,right,192,90,no,9.91,4.535603999999999,3.243117,2.965074,CZH,Testing,2024,0.6901541824259907,0.6893224619094469,0.6891906136993734
2,D. Darmovzal,Pardubice,Pardubice,"DMF, RCMF, LCMF",DMF,7,23,0,2026-06-30,16,1056,Czech Republic,Czech Republic,right,184,72,no,8.35,3.32483,0.509949,2.985405,CZH,Testing,2024,0.003524401079803036,0.0,0.0
3,M. Matějovský,Mladá Boleslav,Mladá Boleslav,"LDMF, RDMF",LDMF,7,42,0,2024-06-30,26,1557,Czech Republic,Czech Republic,right,181,77,no,8.09,3.757856,0.8691639999999999,7.284511999999999,CZH,Testing,2024,0.5074450713195374,0.5385909690294765,0.522175998461017
4,D. Ventúra,Sigma Olomouc,Sigma Olomouc,"DMF, RCMF, LCMF",DMF,7,28,0,2024-06-30,28,1699,Slovakia,Slovakia,right,182,77,no,11.23,4.65912,2.22453,4.13489,CZH,Testing,2024,0.8434332171187658,0.8811308373141444,0.8620389121128951
5,K. Vacek,Pardubice,Pardubice,"DMF, LCMF",DMF,7,37,0,2024-06-30,24,1703,Czech Republic,Czech Republic,right,183,76,no,7.82,3.59093,1.11125,3.647238,CZH,Testing,2024,0.0183067492920371,0.04386614371301203,0.02937601238751248
6,A. Bužek,Zlín,Zlín,"RDMF, LCMF, RCMF",RDMF,7,19,0,2026-06-30,27,2052,Czech Republic,Czech Republic,,180,67,no,10.18,4.868716999999999,1.1826,2.588006,CZH,Testing,2024,0.6002424063749308,0.6007238000950001,0.5997778315135781
7,B. Sakala,Mladá Boleslav,Mladá Boleslav,"RDMF, RCMF, LDMF",RDMF,7,27,0,2025-06-30,28,2342,Zambia,Zambia,right,185,79,no,9.88,4.305730000000001,1.883168,2.57466,CZH,Testing,2024,0.6215577720970354,0.5988650474719613,0.6095233115532986
8,T. Rigo,Baník Ostrava,Baník Ostrava,"LDMF, LCMF, RDMF",LDMF,7,21,0,,31,2464,Czech Republic,Czech Republic,right,184,76,no,8.55,3.655,1.058304,6.830667999999999,CZH,Testing,2024,0.5377132918080004,0.5574020399873751,0.5467589642998715
9,J. Boula,Baník Ostrava,Baník Ostrava,"RDMF, DMF, RCMF",RDMF,7,25,0,2027-06-30,32,2800,Czech Republic,Czech Republic,right,180,77,no,10.58,4.916,1.416655,6.27,CZH,Testing,2024,1.0,1.0,1.0
10,M. Čermák,České Budějovice,České Budějovice,"DMF, RDMF, RCMF",DMF,7,25,0,2025-06-30,33,2874,Czech Republic,Czech Republic,left,177,77,no,7.45,3.474381,1.8468,2.975643,CZH,Testing,2024,0.0,0.1087038429591868,0.05268255817214622
0,W. Clem,København,København,"DMF, RCMF",DMF,7,19,0,2027-06-30,23,1507,Denmark,"Denmark, Norway",right,178,74,no,9.62,3.282411,0.297625,3.818607,DEN,Testing,2024,0.0,0.003270597368410288,0.0
1,A. Manneh,OB,OB,"LDMF, RDMF, RCMF",LDMF,7,26,0,2025-06-30,23,1761,Gambia,Gambia,left,170,61,no,9.1,3.836186,0.513064,6.492298999999999,DEN,Testing,2024,0.7442924035735995,0.7737320679910614,0.758617503303092
2,J. Grønning,Viborg,Viborg,"DMF, LCMF",DMF,7,33,0,2026-06-30,27,1881,Denmark,Denmark,right,182,67,no,13.01,5.740155,1.098865,3.924879,DEN,Testing,2024,0.8492924835695851,0.8983107055501304,0.8735948844407069
3,J. Mbom,Viborg,Viborg,"DMF, RCMF, LCMF",DMF,7,24,0,2026-06-30,24,1916,Germany,"Germany, Cameroon",right,183,80,no,8.83,3.145428,2.022704,3.991241,DEN,Testing,2024,0.02359435333967363,0.2046002445684476,0.1126462104696172
4,N. Poulsen,AGF,AGF,"DMF, LCMF, RCMF",DMF,7,30,0,2024-06-30,26,2193,Denmark,Denmark,right,176,79,no,9.48,4.142852,0.7394799999999999,4.804774,DEN,Testing,2024,0.3392589786665394,0.3746250937637974,0.3558887218895928
5,J. Gemmer,Hvidovre,Hvidovre,DMF,DMF,7,28,0,2024-06-30,29,2243,Denmark,Denmark,right,183,76,no,9.63,5.297886,0.964444,3.933868,DEN,Testing,2024,0.3996533843748842,0.4181264856320671,0.4079217101551459
6,R. Falk,København,København,"DMF, LCMF",DMF,7,32,0,2025-06-30,31,2454,Denmark,Denmark,right,177,65,no,7.04,3.373293,0.3652319999999999,5.539752,DEN,Testing,2024,0.005238427733280981,0.0,0.0009855268131361168
7,M. Rømer,Lyngby,Lyngby,"DMF, RCMF, LCMF",DMF,7,32,0,2025-06-30,31,2609,Denmark,Denmark,right,181,80,no,7.73,3.068432,1.1034,6.585348,DEN,Testing,2024,0.5341376439972759,0.5827220398073963,0.5577065600219074
8,J. Tverskov,Nordsjælland,Nordsjælland,"DMF, RDMF",DMF,7,31,0,2025-06-30,33,3076,Denmark,Denmark,right,188,85,no,9.71,3.922638,1.142412,6.495775,DEN,Testing,2024,1.0,1.0,1.0
9,M. Brink,Silkeborg,Silkeborg,DMF,DMF,7,26,0,2025-06-30,33,3169,Denmark,Denmark,right,174,73,no,6.67,3.608,0.284,7.128329000000001,DEN,Testing,2024,0.3833774759654077,0.4774466825701232,0.4294791072024622
0,S. Sánchez,Imbabura,Imbabura,"RDMF, LDMF, LCMF",RDMF,7,22,0,,12,917,United States,United States,right,0,0,yes,4.22,2.259062,0.391409,3.929343,ECU,Testing,2024,0.0,0.0,0.0
1,K. Moreno,Deportivo Cuenca,Deportivo Cuenca,"RDMF, LDMF",RDMF,7,24,250000,2025-06-30,14,1124,Colombia,Colombia,right,186,83,no,10.25,5.2866,1.999944,5.607178999999999,ECU,Testing,2024,0.8899248904017746,0.9652252179518694,0.927575054176822
2,P. Mercado,Independiente del Valle,Independiente del Valle,"DMF, LDMF, LCMF",DMF,7,21,0,2025-12-31,21,1196,Ecuador,Ecuador,right,175,70,no,7.0,3.761484,0.9021319999999998,2.486376,ECU,Testing,2024,0.3566447270582538,0.3213522704167254,0.3389984987374897
3,D. Arroyo,Barcelona,Barcelona,"LDMF, LCMF, RDMF",LDMF,7,32,600000,2026-12-31,24,1198,Ecuador,Ecuador,right,179,69,no,11.04,5.406789000000001,1.353401,7.133490000000002,ECU,Testing,2024,1.0,1.0,1.0
4,F. Gaibor,Barcelona,Barcelona,"RDMF, LCMF, LDMF",RDMF,7,33,650000,2024-12-31,22,1269,Ecuador,Ecuador,right,179,75,no,6.38,3.968724,0.353125,7.66038,ECU,Testing,2024,0.53845683153851,0.579164945075754,0.558810888307132
5,L. Caicedo Piyajo,Cumbayá,Cumbayá,"DMF, LDMF, LCMF",DMF,7,29,0,,20,1366,Ecuador,Ecuador,,0,0,no,8.3,3.6264,0.727016,3.752658,ECU,Testing,2024,0.4751329732053476,0.4659584727595937,0.4705457229824707
6,R. Melo,Atlético Tucumán,Deportivo Cuenca,"LDMF, LCMF, DMF",LDMF,7,28,400000,2025-12-31,14,1404,Argentina,Argentina,right,185,82,yes,9.17,3.9101,0.7054980000000001,6.859965,ECU,Testing,2024,0.8400401071910798,0.8177795324141923,0.8289098198026361
7,Leonai,Barcelona,Barcelona,"LDMF, RDMF",LDMF,7,29,1200000,2026-12-31,21,1411,Brazil,Brazil,right,174,73,no,9.63,6.441584000000001,0.7632000000000001,3.631778000000001,ECU,Testing,2024,0.68387977183846,0.7173123184130977,0.7005960451257789
8,É. Vega,Técnico Universitario,Técnico Universitario,DMF,DMF,7,34,300000,2024-12-31,21,1449,Ecuador,Ecuador,left,169,69,no,6.89,3.042282,0.433125,3.913,ECU,Testing,2024,0.2200155504607086,0.2273185456216799,0.2236670480411942
9,E. Pepinós,Imbabura,Imbabura,"RDMF, RCMF, LB",RDMF,7,23,0,,17,1543,Ecuador,Ecuador,unknown,0,0,no,8.69,4.140497,1.048983,3.847507999999999,ECU,Testing,2024,0.6255639134909661,0.6056113800455012,0.6155876467682336
10,R. Caicedo,Imbabura,Imbabura,"DMF, LDMF, RCMF",DMF,7,29,0,,23,1635,Ecuador,Ecuador,unknown,0,0,no,6.66,2.254824,1.649956,5.06396,ECU,Testing,2024,0.4487216178033477,0.4628336587716345,0.4557776382874911
11,C. Erbes,Emelec,Emelec,"DMF, RDMF, LCMF",DMF,7,34,275000,2024-12-31,20,1726,Argentina,Argentina,right,173,69,no,9.86,4.900794,0.99,5.054926,ECU,Testing,2024,0.7925634767872368,0.8214908350099724,0.8070271558986046
12,B. Corozo,Deportivo Cuenca,Deportivo Cuenca,"RDMF, RCMF, LDMF",RDMF,7,24,0,,22,1731,Ecuador,Ecuador,left,175,69,no,6.29,3.17343,0.676,2.806713,ECU,Testing,2024,0.1685730924316471,0.1649707737712178,0.1667719331014324
13,F. Martínez,Universidad Católica,Universidad Católica,"LDMF, DMF, LCMF",LDMF,7,39,150000,2024-12-31,26,1993,Argentina,"Argentina, Ecuador",right,179,75,no,5.96,3.117295,0.945,10.298034,ECU,Testing,2024,0.5964021693510895,0.6733026637857461,0.6348524165684177
14,C. Zabala,Independiente del Valle,Independiente del Valle,"LDMF, RDMF, RCMF",LDMF,7,26,600000,,29,2137,Argentina,Argentina,right,187,72,no,7.66,3.623841000000001,0.9262400000000001,6.107659999999999,ECU,Testing,2024,0.6537957237326288,0.6391367975732759,0.6464662606529523
15,J. Trindade,Barcelona,Barcelona,"RDMF, LDMF, DMF",RDMF,7,31,1000000,2027-06-30,26,2278,Uruguay,Uruguay,right,176,74,no,7.23,3.632815,0.5155449999999999,6.081626,ECU,Testing,2024,0.5260327369661051,0.5131629425304117,0.5195978397482583
16,E. Piovi,LDU Quito,LDU Quito,"DMF, RCMF, RDMF",DMF,7,32,1200000,2025-12-31,27,2466,Argentina,"Argentina, Spain",right,168,68,no,7.48,3.868176,0.5831839999999999,8.137744,ECU,Testing,2024,0.7631380292260973,0.7528547641520213,0.7579963966890593
17,J. Paredes,Cumbayá,Cumbayá,"RDMF, RCMF",RDMF,7,37,150000,2024-12-31,28,2478,Ecuador,Ecuador,right,179,72,no,6.1,2.868425,0.22,5.887455,ECU,Testing,2024,0.3207647749187595,0.3120494668307583,0.3164071208747589
18,J. Ortiz,Independiente del Valle,Independiente del Valle,"DMF, RDMF, LDMF",DMF,7,28,2000000,2027-12-31,28,2617,Ecuador,Ecuador,right,177,70,no,6.22,3.9875,0.9656659999999999,5.226304,ECU,Testing,2024,0.4331019126196919,0.4618108026498913,0.4474563576347916
19,K. Minda,Universidad Católica,Universidad Católica,"RDMF, RCB, DMF",RDMF,7,26,1200000,2024-12-31,28,2648,Ecuador,Ecuador,right,176,70,no,5.51,2.0375,0.6808,4.381362,ECU,Testing,2024,0.1543905576988947,0.1295856593745025,0.1419881085366986
0,O. Skipp,Tottenham Hotspur,Tottenham Hotspur,"RDMF, RCMF",RDMF,7,23,0,2027-06-30,22,974,England,England,right,175,70,no,8.5,4.345649999999999,0.36957,3.050528,ENG1,Testing,2024,0.2044260205861513,0.1939456008254898,0.1991858107058205
1,T. Partey,Arsenal,Arsenal,"DMF, RB, RCMF",DMF,7,30,0,2025-06-30,15,986,Ghana,Ghana,right,185,77,no,7.94,3.556996,0.728503,6.111908,ENG1,Testing,2024,0.5160841445559737,0.5076548860111143,0.511869515283544
2,Matheus Nunes,Manchester City,Manchester City,"RDMF, LDMF, RCMF",RDMF,7,25,0,2028-06-30,20,1006,Brazil,"Brazil, Portugal",right,183,78,no,5.73,3.22116,0.6272000000000001,3.487032,ENG1,Testing,2024,0.0,0.0,0.0
3,O. Arblaster,Sheffield United,Sheffield United,"DMF, RCMF",DMF,7,20,0,,12,1047,England,England,right,178,69,no,7.39,2.580828,0.8606110000000001,3.178584,ENG1,Testing,2024,0.0974443511833768,0.07710429265702734,0.08727432192020206
4,S. Amrabat,Manchester United,Manchester United,"LDMF, RCMF, DMF",LDMF,7,27,0,2025-06-30,21,1081,Netherlands,"Netherlands, Morocco",right,183,82,yes,9.32,4.58172,0.4999499999999999,3.914262,ENG1,Testing,2024,0.4073168644941851,0.3949159259135917,0.4011163952038884
5,C. Doucouré,Crystal Palace,Crystal Palace,"RDMF, RCMF",RDMF,7,24,0,2029-06-30,12,1089,Mali,Mali,right,180,73,no,9.34,4.379125,0.8271900000000001,4.130604,ENG1,Testing,2024,0.4448945594423593,0.4427413391668837,0.4438179493046215
6,I. Sangaré,Nottingham Forest,Nottingham Forest,"LDMF, RCMF",LDMF,7,26,0,2028-06-30,17,1139,Côte d'Ivoire,Côte d'Ivoire,right,191,77,no,10.9,5.688000000000001,1.025524,2.528825,ENG1,Testing,2024,0.543424317478683,0.5273817624747573,0.5354030399767201
7,R. Bentancur,Tottenham Hotspur,Tottenham Hotspur,"LDMF, DMF, RDMF",LDMF,7,26,0,2026-06-30,23,1146,Uruguay,Uruguay,right,187,73,no,7.7,3.8465,1.100972,4.793568,ENG1,Testing,2024,0.4284060374637709,0.418510213345475,0.4234581254046229
8,Jorginho,Arsenal,Arsenal,"DMF, RCMF",DMF,7,32,0,2025-06-30,25,1173,Brazil,"Brazil, Italy",right,178,68,no,8.59,5.216154,0.3067050000000001,7.516404,ENG1,Testing,2024,0.6874906942058581,0.765194153339002,0.72634242377243
9,C. Eriksen,Manchester United,Manchester United,"LDMF, LCMF",LDMF,7,32,0,2025-06-30,23,1334,Denmark,Denmark,right,181,76,no,8.1,4.115641999999999,0.2025,5.058686,ENG1,Testing,2024,0.3696840702920562,0.378779685249983,0.3742318777710196
10,S. Lukić,Fulham,Fulham,"RDMF, LDMF, RCMF",RDMF,7,27,0,2027-06-30,25,1356,Serbia,Serbia,right,183,77,no,9.82,4.312924,0.863964,2.0584,ENG1,Testing,2024,0.2799142142286975,0.2513775325691398,0.2656458733989187
11,H. Reed,Fulham,Fulham,"RDMF, RCMF",RDMF,7,29,0,2027-06-30,28,1539,England,England,right,181,72,no,8.25,4.20888,0.643112,3.160158,ENG1,Testing,2024,0.2019832308345127,0.2026299979007659,0.2023066143676393
12,P. Højbjerg,Tottenham Hotspur,Tottenham Hotspur,"LDMF, RDMF, DMF",LDMF,7,28,0,2025-06-30,36,1609,Denmark,"Denmark, France",right,187,84,no,10.4,3.80579,0.4480000000000001,8.448704,ENG1,Testing,2024,0.8789417432102183,0.907337796971698,0.893139770090958
13,N. Domínguez,Nottingham Forest,Nottingham Forest,"LDMF, RDMF, LCMF",LDMF,7,25,15000000,2024-06-30,26,1651,Argentina,"Argentina, Italy",right,179,73,no,12.27,7.089658000000001,0.8732460000000001,4.090228,ENG1,Testing,2024,0.7520799415714096,0.8256255695474322,0.7888527555594207
14,O. Norwood,Sheffield United,Sheffield United,"DMF, LCMF, RCMF",DMF,7,33,0,2024-06-30,27,1710,England,"England, Northern Ireland",right,180,75,no,9.95,4.051593,0.579942,6.576960000000001,ENG1,Testing,2024,0.7486535980574797,0.7144307601165756,0.7315421790870276
15,M. Kovačić,Manchester City,Manchester City,"LDMF, LCMF, RDMF",LDMF,7,30,0,2027-06-30,31,1771,Croatia,Croatia,right,177,80,no,6.05,3.148632,0.253308,5.18721,ENG1,Testing,2024,0.1819462093411081,0.1642871140868509,0.1731166617139795
16,O. Mangala,Olympique Lyonnais,Olympique Lyonnais,"DMF, LCMF, RDMF",DMF,7,26,0,2026-06-30,21,1820,Belgium,"Belgium, Congo DR",right,178,80,yes,8.41,3.905184,0.644623,2.223648,ENG1,Testing,2024,0.130308342993893,0.09912390313553021,0.1147161230647116
17,T. Cairney,Fulham,Fulham,"LDMF, LCMF, AMF",LDMF,7,33,0,2025-06-30,35,1836,England,"England, Scotland",left,186,84,no,5.1,2.595192,0.686049,4.654089,ENG1,Testing,2024,0.1893016310693734,0.07138958045903088,0.1303456057642021
18,W. Endo,Liverpool,Liverpool,DMF,DMF,7,31,0,2027-06-30,29,1950,Japan,Japan,right,178,77,no,10.94,5.35182,1.706298,5.355251999999999,ENG1,Testing,2024,0.9184613334990807,0.8795392729367388,0.8990003032179097
19,Danilo,Nottingham Forest,Nottingham Forest,"LDMF, LCMF",LDMF,7,23,0,2029-06-30,29,1998,Brazil,Brazil,left,176,69,no,8.47,3.56125,0.585018,3.107954,ENG1,Testing,2024,0.1667962046407852,0.1632717705295382,0.1650339875851617
20,K. Mainoo,Manchester United,Manchester United,"RDMF, LDMF, LCMF",RDMF,7,19,0,2027-06-30,24,2072,England,"England, Ghana",right,175,65,no,8.56,4.296851999999999,0.782349,2.390857,ENG1,Testing,2024,0.199501712785092,0.1744997437894971,0.1870007282872945
21,S. McTominay,Manchester United,Manchester United,"RDMF, AMF",RDMF,7,27,0,2025-06-30,33,2228,England,"England, Scotland",right,193,88,no,7.55,3.154095,1.4948,1.613022,ENG1,Testing,2024,0.1026837749249578,0.1069531561734275,0.1048184655491926
22,Casemiro,Manchester United,Manchester United,"DMF, RDMF, RCB",DMF,7,32,0,2026-06-30,26,2294,Brazil,"Brazil, Spain",right,185,84,no,13.89,5.176632999999999,1.608336,7.375872,ENG1,Testing,2024,1.0,1.0,1.0
23,P. Sarr,Tottenham Hotspur,Tottenham Hotspur,"RDMF, RCMF",RDMF,7,21,0,2030-06-30,35,2303,Senegal,Senegal,right,184,70,no,4.96,2.148246,1.17221,4.2192,ENG1,Testing,2024,0.1505310658360298,0.04099569553428581,0.09576338068515777
24,Y. Bissouma,Tottenham Hotspur,Tottenham Hotspur,"LDMF, DMF, RDMF",LDMF,7,27,0,2026-06-30,29,2354,Côte d'Ivoire,"Côte d'Ivoire, Mali",right,182,80,no,9.56,4.131054,0.8018639999999999,4.54939,ENG1,Testing,2024,0.5028238356292536,0.4954379217003108,0.4991308786647821
25,B. Gilmour,Brighton,Brighton,"LDMF, RCMF, LCMF",LDMF,7,22,0,2026-06-30,30,2386,Scotland,Scotland,right,170,66,no,4.87,2.717208,0.49075,6.152045,ENG1,Testing,2024,0.387398748314593,0.2758546833526845,0.3316267158336387
26,R. Yates,Nottingham Forest,Nottingham Forest,"RDMF, RCMF",RDMF,7,26,0,2025-06-30,36,2404,England,England,right,190,87,no,10.78,6.212605000000001,1.608515,2.09601,ENG1,Testing,2024,0.6079381532442119,0.5935480389415339,0.6007430960928728
27,E. Fernández,Chelsea,Chelsea,"LDMF, LCMF, RDMF",LDMF,7,23,0,2032-06-30,29,2592,Argentina,Argentina,right,178,78,no,6.67,3.33576,0.588997,6.90654,ENG1,Testing,2024,0.458210888155425,0.4535168978488605,0.4558638930021427
28,E. Álvarez,West Ham United,West Ham United,"LDMF, RDMF, RCMF",LDMF,7,26,0,2028-06-30,31,2642,Mexico,Mexico,right,187,73,no,12.84,5.078469999999999,1.260486,2.689826,ENG1,Testing,2024,0.6200389620239918,0.6593937894694788,0.6397163757467352
29,C. Nørgaard,Brentford,Brentford,DMF,DMF,7,30,0,2025-06-30,31,2796,Denmark,Denmark,right,187,77,no,11.97,5.244194999999999,1.545804,4.830000000000001,ENG1,Testing,2024,0.9325513361107428,0.9020422290846297,0.9172967825976861
30,A. Mac Allister,Liverpool,Liverpool,"DMF, RCMF, LCMF",DMF,7,25,0,2028-06-30,34,2996,Argentina,"Argentina, Italy",right,174,72,no,10.39,5.736000000000001,0.9600240000000001,6.398224,ENG1,Testing,2024,0.8726050184667372,0.9062398834057164,0.8894224509362267
31,Vini Souza,Sheffield United,Sheffield United,"DMF, RCMF",DMF,7,24,0,2027-06-30,36,3019,Brazil,Brazil,right,187,80,no,11.36,5.900295,2.177714,2.028159,ENG1,Testing,2024,0.700072409079931,0.6823094631368067,0.6911909361083688
32,João Palhinha,Fulham,Fulham,"RDMF, LDMF, LCMF",RDMF,7,28,0,2028-06-30,34,3119,Portugal,Portugal,right,190,85,no,13.01,6.114746,1.502782,3.232774,ENG1,Testing,2024,0.7397395411765606,0.7726717523150985,0.7562056467458296
33,L. Cook,Bournemouth,Bournemouth,"LDMF, RDMF, RCMF",LDMF,7,27,0,2025-06-30,33,3151,England,England,right,175,71,no,8.65,3.627114,0.998151,4.224216,ENG1,Testing,2024,0.4158724219649343,0.4058061901264273,0.4108393060456808
34,T. Souček,West Ham United,West Ham United,"RDMF, RCMF, AMF",RDMF,7,29,0,2027-06-30,37,3215,Czech Republic,Czech Republic,right,192,86,no,8.68,2.799025,3.161808,2.125608,ENG1,Testing,2024,0.4327272332791181,0.4195361373442094,0.4261316853116637
35,Rodri,Manchester City,Manchester City,"RDMF, DMF, LDMF",RDMF,7,27,0,2027-06-30,34,3263,Spain,Spain,right,191,82,no,7.45,3.33643,1.821875,8.549375999999999,ENG1,Testing,2024,0.5674053352694313,0.6220553600015466,0.5947303476354888
36,M. Caicedo,Chelsea,Chelsea,"RDMF, DMF, LDMF",RDMF,7,22,0,2031-06-30,36,3267,Ecuador,Ecuador,right,178,71,no,7.99,3.692062,1.1275,4.432288,ENG1,Testing,2024,0.4123570652955967,0.3921789835140888,0.4022680244048427
37,R. Christie,Bournemouth,Bournemouth,"LDMF, RDMF, AMF",LDMF,7,29,0,2027-06-30,38,3310,Scotland,Scotland,left,178,71,no,10.11,4.594644,0.843132,3.917025,ENG1,Testing,2024,0.4944651529986704,0.4966666005290449,0.4955658767638576
38,D. Rice,Arsenal,Arsenal,"DMF, LCMF",DMF,7,25,0,2028-06-30,39,3698,England,"England, Republic of Ireland",right,185,80,no,7.03,3.0926,1.121328,4.601575,ENG1,Testing,2024,0.3396789393647392,0.3072079024700937,0.3234434209174164
39,Bruno Guimarães,Newcastle United,Newcastle United,"DMF, LCMF",DMF,7,26,0,2028-06-30,38,3788,Brazil,"Brazil, Spain",right,182,74,no,8.39,4.302364,0.524644,4.869903,ENG1,Testing,2024,0.4055081831208315,0.411696399356089,0.4086022912384602
0,I. Hayden,Queens Park Rangers,Queens Park Rangers,"RDMF, DMF, RCMF",RDMF,7,29,0,2026-06-30,17,1067,England,"England, Jamaica",right,187,79,yes,10.04,4.21875,1.351128,2.361756,ENG2,Testing,2024,0.5765104124382433,0.554857221467856,0.5656838169530496
1,J. Taylor,Ipswich Town,Ipswich Town,LDMF,LDMF,7,25,0,2026-06-30,33,1076,England,"England, Republic of Ireland",right,185,70,no,7.61,3.514536,1.17,4.515,ENG2,Testing,2024,0.4214457365337302,0.4195088384750894,0.4204772875044097
2,Paik Seung-Ho,Birmingham City,Birmingham City,"RDMF, LDMF, LCMF",RDMF,7,27,0,2026-06-30,18,1447,Korea Republic,Korea Republic,right,182,78,no,7.4,3.296129999999999,1.491354,4.474876,ENG2,Testing,2024,0.4109770746044585,0.4298169468687228,0.4203970107365906
3,S. Charles,Southampton,Southampton,"DMF, RCMF",DMF,7,20,0,2027-06-30,33,1674,England,"England, Northern Ireland",right,189,75,no,8.49,4.191159,1.559313,3.278184,ENG2,Testing,2024,0.5178284745210083,0.4976597481406161,0.5077441113308121
4,L. Travis,Ipswich Town,Ipswich Town,"RDMF, RCMF, RB",RDMF,7,26,0,2026-06-30,29,1718,England,England,right,183,83,yes,10.01,6.230713999999999,0.787479,4.768314,ENG2,Testing,2024,0.7398728744808519,0.777468482379428,0.7586706784301398
5,L. O'Brien,Middlesbrough,Middlesbrough,"LDMF, LCMF",LDMF,7,25,0,2026-06-30,23,1747,England,England,left,173,74,yes,7.26,3.7604,0.87426,4.121511,ENG2,Testing,2024,0.2751872549215396,0.3172927868775145,0.2962400208995271
6,H. Hackney,Middlesbrough,Middlesbrough,"LDMF, LCMF",LDMF,7,21,0,2027-06-30,21,2009,England,"England, Scotland",right,178,70,no,7.97,4.213098,0.402884,7.437534,ENG2,Testing,2024,0.6534224611049122,0.7338281001913328,0.6936252806481225
7,B. Pearson,Stoke City,Stoke City,"RDMF, DMF, LDMF",RDMF,7,29,0,2027-06-30,29,2060,England,England,right,176,71,no,9.13,4.279662,0.91545,4.97871,ENG2,Testing,2024,0.634864128752594,0.6221855811363683,0.6285248549444811
8,J. Colback,Queens Park Rangers,Queens Park Rangers,"LDMF, LCMF, RCMF",LDMF,7,34,0,2025-06-30,29,2174,England,England,left,177,77,no,8.57,4.80438,0.8708159999999999,2.483812,ENG2,Testing,2024,0.3553852778036568,0.3929163093655973,0.374150793584627
9,J. Livermore,Watford,Watford,DMF,DMF,7,34,0,2024-06-30,30,2252,England,England,right,181,91,no,9.35,4.193679,1.00008,3.680159999999999,ENG2,Testing,2024,0.5013342137586113,0.5148521580019626,0.5080931858802868
10,I. Gruev,Leeds United,Leeds United,"RDMF, LDMF",RDMF,7,24,0,2027-06-30,32,2259,Bulgaria,"Bulgaria, Germany",left,185,72,no,7.49,4.420083,0.674751,3.543858,ENG2,Testing,2024,0.2246174728938879,0.2778051606384676,0.2512113167661777
11,J. Ralls,Cardiff City,Cardiff City,"LDMF, LCMF",LDMF,7,30,0,2025-06-30,35,2475,England,England,left,178,70,no,7.89,4.25476,0.947975,4.075464,ENG2,Testing,2024,0.3854511680250738,0.4097555737749692,0.3976033709000214
